dialogueId,utteranceNo,authorRole,utterances,Marker1,Marker2,Cause1,Cause2
3293,27,victim,Thank you Rakshak. Your service is really appreciable.,,,,
3293,28,counselor,We are pleased that we could help you. Please join us any time.,,,,
3294,0,counselor,Very good afternoon this is Rakshak here. May I help you?,,,,
3294,1,victim,"Hello Rakshak, I am in serious trouble. Would you please help me? ", I am in serious trouble. Would you please help me? ,,,
3294,2,counselor,"Yes sure, we are here to help you by all the way. Would you please share that to whom I am interacting with? ",we are here to help you by all the way,,,
3294,3,victim,I am <person_name> and i am just of <person_age> now.,,,,
3294,4,counselor,"Hi <person_name>, would you please explain your issue in detail to assist you in a better way? ",would you please explain your issue in detail ,,,
3294,5,victim,I am working in a reputed organization and my boss is harassing me physically and mentally., my boss is harassing me physically and mentally.,,,
3294,6,counselor,Please calm down and be relaxed. We are here for you. Would you tell me why he is doing this to you? I mean any thing happened before?,Please calm down and be relaxed. We are here for you.,,why he is doing this to you?,
3294,7,victim,I am totally extracted by working near about seventeen to eighteen hours of work. That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,,,That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,
3294,8,counselor,"Oh! this is disgusting. Don't feel alone, We are here with you. Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ","Oh! this is disgusting. Don't feel alone, We are here with you. ",,Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ,
3294,9,victim,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,,,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,
3294,10,counselor,"Oh, sorry to hear this. Be strong to handle the situation. Would you tell me that has he shown you that pics or has he shared through any medium? ","Oh, sorry to hear this. Be strong to handle the situation.",,Would you tell me that has he shown you that pics or has he shared through any medium? ,
3294,11,victim,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",,,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",
3294,12,counselor,This is so pathetic. Would you tell me for how long you are facing this issue?,This is so pathetic. Would you tell me for how long you are facing this issue?,,,
3294,13,victim,I am facing this issue for the last six months but I am no more able to tolerate this.,I am facing this issue for the last six months but I am no more able to tolerate this.,,,
3294,14,counselor,Have you report/block him on WhatsApp?,Have you report/block him on WhatsApp?,,,
3294,15,victim,"Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ","Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ",,,
3294,16,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ", What we have discussed so far is an instance of online harassment,,,
3294,17,victim,I am hopeful to see the information. Let me discuss then i will revert you back. Bye.,,,,
3294,18,counselor,"Thanks for visiting, Rakshak. Have a nice day ahead. ",,,,
3295,0,counselor,Very good afternoon this is Rakshak here. May I help you?,,,,
3295,1,victim,"Hello Rakshak, I am in serious trouble. Would you please help me? ", I am in serious trouble. Would you please help me? ,,,
3295,2,counselor,"Yes sure, we are here to help you by all the way. Would you please share that to whom I am interacting with? ",we are here to help you by all the way,,,
3295,3,victim,I am <person_name> and i am just of <person_age> now.,,,,
3295,4,counselor,"Hi <person_name>, would you please explain your issue in detail to assist you in a better way? ",would you please explain your issue in detail ,,,
3295,5,victim,I am working in a reputed organization and my boss is harassing me physically and mentally., my boss is harassing me physically and mentally.,,,
3295,6,counselor,Please calm down and be relaxed. We are here for you. Would you tell me why he is doing this to you? I mean any thing happened before?,Please calm down and be relaxed. We are here for you.,,why he is doing this to you?,
3295,7,victim,I am totally extracted by working near about seventeen to eighteen hours of work. That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,,,That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,
3295,8,counselor,"Oh! this is disgusting. Don't feel alone, We are here with you. Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ","Oh! this is disgusting. Don't feel alone, We are here with you. ",,Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ,
3295,9,victim,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,,,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,
3295,10,counselor,"Oh, sorry to hear this. Be strong to handle the situation. Would you tell me that has he shown you that pics or has he shared through any medium? ","Oh, sorry to hear this. Be strong to handle the situation.",,Would you tell me that has he shown you that pics or has he shared through any medium? ,
3295,11,victim,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",,,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",
3295,12,counselor,This is so pathetic. Would you tell me for how long you are facing this issue?,This is so pathetic. Would you tell me for how long you are facing this issue?,,,
3295,13,victim,I am facing this issue for the last six months but I am no more able to tolerate this.,I am facing this issue for the last six months but I am no more able to tolerate this.,,,
3295,14,counselor,Have you report/block him on WhatsApp?,Have you report/block him on WhatsApp?,,,
3295,15,victim,"Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ","Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ",,,
3295,16,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ", What we have discussed so far is an instance of online harassment,,,
3295,17,victim,The Cyber Cell is where I want to make a complaint.,,,,
3295,18,counselor,Would you go for an online/offline complaint option of the Cyber Cell?,,,,
3295,19,victim,I am looking for some online complaint options here.,,,,
3295,20,counselor,Thanks for choosing the online complaint mode. Please log on to www.cybercrime.gov.in and proceed with the given instruction.,,,,
3295,21,victim,I am encountered with some of the missing steps here. Can you please share in detail?,,,,
3295,22,counselor,"Please click on www.cybercrime.gov.in and click on ""Report Other Cyber Crime"" and click on ""File a Complain"" and click on ""I Accept"" to proceed and fill in the details or yours and the harasser after creating login credentials and click on ""Submit"". ",,,,
3295,23,victim,"Would you please share what kind of information, should I provide to report the complaint? ",,,,
3295,24,counselor,"Initially, register yourself using your name and valid Indian mobile number. You will receive a One Time Password (OTP) on your mobile number. The OTP remains valid for 30 minutes only. Once successfully register your mobile number on the portal, you will be able to report the complaint. ",,,,
3295,25,victim,Can I report a complaint without uploading any information?,,,,
3295,26,counselor,It is recommended that you provide as much information about the complaint as possible so that the police authorities working on the complaint are able to take appropriate and prompt action.,,,,
3295,27,victim,Is there any helpline you can suggest to me here?,,,,
3295,28,counselor,Could you please share your state of residence to assist you appropriately?,,,,
3295,29,victim,I am the residance of Maharajganj (Bihar).,,,,
3295,30,counselor,Thanks for sharing your state location. You may call on the Helpline Number - 155260 (Bihar) for 24*7.,,,,
3295,31,victim,It's great to see you Rakshak. Bye.,,,,
3295,32,counselor,Please do not hesitate to contact us at any time. Thank you very much for paying Rakshak a visit. Have a wonderful day!,,,,
3296,0,counselor,Very good afternoon this is Rakshak here. May I help you?,,,,
3296,1,victim,"Hello Rakshak, I am in serious trouble. Would you please help me? ", I am in serious trouble. Would you please help me? ,,,
3296,2,counselor,"Yes sure, we are here to help you by all the way. Would you please share that to whom I am interacting with? ",we are here to help you by all the way,,,
3296,3,victim,I am <person_name> and i am just of <person_age> now.,,,,
3296,4,counselor,"Hi <person_name>, would you please explain your issue in detail to assist you in a better way? ",would you please explain your issue in detail ,,,
3296,5,victim,I am working in a reputed organization and my boss is harassing me physically and mentally., my boss is harassing me physically and mentally.,,,
3296,6,counselor,Please calm down and be relaxed. We are here for you. Would you tell me why he is doing this to you? I mean any thing happened before?,Please calm down and be relaxed. We are here for you.,,why he is doing this to you?,
3296,7,victim,I am totally extracted by working near about seventeen to eighteen hours of work. That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,,,That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,
3296,8,counselor,"Oh! this is disgusting. Don't feel alone, We are here with you. Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ","Oh! this is disgusting. Don't feel alone, We are here with you. ",,Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ,
3296,9,victim,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,,,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,
3296,10,counselor,"Oh, sorry to hear this. Be strong to handle the situation. Would you tell me that has he shown you that pics or has he shared through any medium? ","Oh, sorry to hear this. Be strong to handle the situation.",,Would you tell me that has he shown you that pics or has he shared through any medium? ,
3296,11,victim,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",,,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",
3296,12,counselor,This is so pathetic. Would you tell me for how long you are facing this issue?,This is so pathetic. Would you tell me for how long you are facing this issue?,,,
3296,13,victim,I am facing this issue for the last six months but I am no more able to tolerate this.,I am facing this issue for the last six months but I am no more able to tolerate this.,,,
3296,14,counselor,Have you report/block him on WhatsApp?,Have you report/block him on WhatsApp?,,,
3296,15,victim,"Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ","Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ",,,
3296,16,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ", What we have discussed so far is an instance of online harassment,,,
3296,17,victim,I am here to make a complaint through the National Commission for Women.,,,,
3296,18,counselor,Would you go for an online/offline complaint option?,,,,
3296,19,victim,Online sounds better for me to manage further.,,,,
3296,20,counselor,"It's great to choose an online option. You can log on to http://ncwapps.nic.in/onlinecomplaintsv2/ and click on the ""Complaint Registration"" tab and then ""Ok"" proceed further. ",,,,
3296,21,victim,I hope that some of the steps are missing. Isn't it so?,,,,
3296,22,counselor,"For detail, you may follow this to log on to http://ncwapps.nic.in/onlinecomplaintsv2/ and Click on ""Complaint Registration"" ""Ok"" and fill in all the details of yours and about the accused and click to ""Submit"". ",,,,
3296,23,victim,Is it possible to determine if my complaint has been accepted by the National Commission for Women?,,,,
3296,24,counselor,"An acknowledgment along with complaint number, login ID and password is sent to the complainant upon receipt of complaint by the National Commission for Women if the complaint has been accepted by the National Commission for Women. In the event of the complaint being rejected, the same shall be communicated to the complainant at the earliest. One can also check it telephonically or by personally visiting the National Commission for Women. ",,,,
3296,25,victim,How can I get in touch with you through a helpline number?,,,,
3296,26,counselor,Would you need helpline number for Rakshak or NCW?,,,,
3296,27,victim,"Of course, the NCW. ",,,,
3296,28,counselor,"For complaints related queries please dial - 011-26944880, 26944883. ",,,,
3296,29,victim,Thanks for all your help Rakshak. Bye.,,,,
3296,30,counselor,Please take care and thanks for visiting Rakshak. Have a nice day ahead.,,,,
3297,0,counselor,Very good afternoon this is Rakshak here. May I help you?,,,,
3297,1,victim,"Hello Rakshak, I am in serious trouble. Would you please help me? ", I am in serious trouble. Would you please help me? ,,,
3297,2,counselor,"Yes sure, we are here to help you by all the way. Would you please share that to whom I am interacting with? ",we are here to help you by all the way,,,
3297,3,victim,I am <person_name> and i am just of <person_age> now.,,,,
3297,4,counselor,"Hi <person_name>, would you please explain your issue in detail to assist you in a better way? ",would you please explain your issue in detail ,,,
3297,5,victim,I am working in a reputed organization and my boss is harassing me physically and mentally., my boss is harassing me physically and mentally.,,,
3297,6,counselor,Please calm down and be relaxed. We are here for you. Would you tell me why he is doing this to you? I mean any thing happened before?,Please calm down and be relaxed. We are here for you.,,why he is doing this to you?,
3297,7,victim,I am totally extracted by working near about seventeen to eighteen hours of work. That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,,,That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,
3297,8,counselor,"Oh! this is disgusting. Don't feel alone, We are here with you. Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ","Oh! this is disgusting. Don't feel alone, We are here with you. ",,Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ,
3297,9,victim,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,,,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,
3297,10,counselor,"Oh, sorry to hear this. Be strong to handle the situation. Would you tell me that has he shown you that pics or has he shared through any medium? ","Oh, sorry to hear this. Be strong to handle the situation.",,Would you tell me that has he shown you that pics or has he shared through any medium? ,
3297,11,victim,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",,,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",
3297,12,counselor,This is so pathetic. Would you tell me for how long you are facing this issue?,This is so pathetic. Would you tell me for how long you are facing this issue?,,,
3297,13,victim,I am facing this issue for the last six months but I am no more able to tolerate this.,I am facing this issue for the last six months but I am no more able to tolerate this.,,,
3297,14,counselor,Have you report/block him on WhatsApp?,Have you report/block him on WhatsApp?,,,
3297,15,victim,"Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ","Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ",,,
3297,16,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ", What we have discussed so far is an instance of online harassment,,,
3297,17,victim,I am here to make a complaint through the National Commission for Women.,,,,
3297,18,counselor,Would you go for an online/offline complaint option?,,,,
3297,19,victim,I have heard something about the offline complaint option. How can I go for that?,,,,
3297,20,counselor,"We appreciate to choose an offline option. Please send a written application containing all the important details (along with supporting documents and evidence, if any) through the post or by hand to National Commission for Women, Plot No.21, FC33, Jasola Institutional Area, New Delhi-110025. ",,,,
3297,21,victim,Would you please guide me that what should I write about this complaint?,,,,
3297,22,counselor,"You can mention the details of the complainant, details of the victim, details of the respondent followed by the details of complaint and necessary proof for your complaint, if any in the application. ",,,,
3297,23,victim,Whom do I have to address in this application?,,,,
3297,24,counselor,"Please contact the Incharge, Complaints, and Investigation cell of NCW. ",,,,
3297,25,victim,"In order to file a complaint, what information must I provide?   ",,,,
3297,26,counselor,"You can provide contact details of the complainant (Mandatory) and the respondent ( if available ), brief description of the incident, details of remedies already exhausted, supporting documents (If any).   ",,,,
3297,27,victim,"Your help has been greatly appreciated, Rakshak. ",,,,
3297,28,counselor,"Sure, please feel free to contact us anytime. Kindly keep yourself updated with the latest cybercrime news and safety tips with Cyber Dost https://twitter.com/Cyberdost. Have a great day ahead! ",,,,
3298,0,counselor,Very good afternoon this is Rakshak here. May I help you?,,,,
3298,1,victim,"Hello Rakshak, I am in serious trouble. Would you please help me? ", I am in serious trouble. Would you please help me? ,,,
3298,2,counselor,"Yes sure, we are here to help you by all the way. Would you please share that to whom I am interacting with? ",we are here to help you by all the way,,,
3298,3,victim,I am <person_name> and i am just of <person_age> now.,,,,
3298,4,counselor,"Hi <person_name>, would you please explain your issue in detail to assist you in a better way? ",would you please explain your issue in detail ,,,
3298,5,victim,I am working in a reputed organization and my boss is harassing me physically and mentally., my boss is harassing me physically and mentally.,,,
3298,6,counselor,Please calm down and be relaxed. We are here for you. Would you tell me why he is doing this to you? I mean any thing happened before?,Please calm down and be relaxed. We are here for you.,,why he is doing this to you?,
3298,7,victim,I am totally extracted by working near about seventeen to eighteen hours of work. That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,,,That bastard has extracted all the funds I have worked to date and threatened me if I share this with anyone then he will defame me in society and nobody will marry me.,
3298,8,counselor,"Oh! this is disgusting. Don't feel alone, We are here with you. Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ","Oh! this is disgusting. Don't feel alone, We are here with you. ",,Would you tell me how he can defame you? I mean what sort of thing he has that make you bother? ,
3298,9,victim,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,,,That rascal is telling me that he has some morphed pics of mine while having sex with him and he will make it viral on my social media account.,
3298,10,counselor,"Oh, sorry to hear this. Be strong to handle the situation. Would you tell me that has he shown you that pics or has he shared through any medium? ","Oh, sorry to hear this. Be strong to handle the situation.",,Would you tell me that has he shown you that pics or has he shared through any medium? ,
3298,11,victim,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",,,"Yes, he has sent me a few pics on my WhatsApp account, which is absolutely photoshopped. ",
3298,12,counselor,This is so pathetic. Would you tell me for how long you are facing this issue?,This is so pathetic. Would you tell me for how long you are facing this issue?,,,
3298,13,victim,I am facing this issue for the last six months but I am no more able to tolerate this.,I am facing this issue for the last six months but I am no more able to tolerate this.,,,
3298,14,counselor,Have you report/block him on WhatsApp?,Have you report/block him on WhatsApp?,,,
3298,15,victim,"Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ","Yes, I have reported his messages and pics once but, I don't know how is he is still able to do all these once again? ",,,
3298,16,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ", What we have discussed so far is an instance of online harassment,,,
3298,17,victim,What is the ministry help option?,,,,
3298,18,counselor,"The Department of Women and Child Development is a separate Ministry with effect from 30th January, 2006, earlier since 1985. The Ministry was constituted with the prime intention of addressing gaps in State action for women and children for promoting inter-Ministerial and inter-sectoral convergence to create gender equitable and child-centered legislation, policies and programmes. Women and Child can complaint any of crime to MWCD. ",,,,
3298,19,victim,Can you give me some clue that how can I file a complaint here?,,,,
3298,20,counselor,Please do send an email describing your incident details to the Ministry of Women & Child Development through email account complaint-mwcd@gov.in.,,,,
3298,21,victim,What are the charges been taken here for this service?,,,,
3298,22,counselor,It's totally free by government.,,,,
3298,23,victim,Would you please tell me the response time of this complaint?,,,,
3298,24,counselor,It will respond within 48 hours.,,,,
3298,25,victim,You are very kind Rakshak. I really appreciate everything you have done for me.,,,,
3298,26,counselor,Your appreciation is our reward. Thanks to join us at Rakshak.,,,,
3299,0,counselor,Welcome you here at Rakshak. Please tell me how can I help you?,,,,
3299,1,victim,"Please help, my prestige is at stake. ","Please help, my prestige is at stake. ",,,
3299,2,counselor,We are here to help you by all the way. Would you please share that with whom I am interacting?,We are here to help you by all the way,,,
3299,3,victim,I am a girl and I am not feeling comfortable sharing my identity. Would you please assure my privacy?,,,,
3299,4,counselor,This site is a secure platform where we keep the information secure and confidential. So you can share your information without having any doubt in your mind.,,,,
3299,5,victim,Thanks for your privacy concern. I think I can trust your security layers. I am <person_name> and I am just of <person_age>.,,,,
3299,6,counselor,"Hi <person_name>, we are pleased that you are showing your trust on us. Would you please explain your issue in detail to assist you in a better way? ",please explain your issue in detail ,,,
3299,7,victim,I am a Youtuber and always keep posting my stylish videos on my youtube page but a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,,,a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,
3299,8,counselor,"Oh, please calm down. We will help you by every possible way. Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ","Oh, please calm down. We will help you by every possible way.",,Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ,
3299,9,victim,He is writing so erotic text like my ups and down curves of my body and my figure size and many more. He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.,,,He is writing so erotic text like my ups and down curves of my body and my figure size and many more.,He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.
3299,10,counselor,"Sorry to hear this, how can he do this to you? Would you tell me who is he and why he is doing this to you? ","Sorry to hear this, how can he do this to you?",why he is doing this to you? ,,
3299,11,victim,I don't know him personally. But he says that he is my fan but he seems me a psycho womanizer., he seems me a psycho womanizer.,,,
3299,12,counselor,Please don't be worried. We will solve the problem very soon. Would you tell me through with medium he contacted you I mean messages you?,Please don't be worried. We will solve the problem very soon.,,Would you tell me through with medium he contacted you I mean messages you?,
3299,13,victim,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,,,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,
3299,14,counselor,"Oh, I am shocked that your friend is helping him but don't worry we are here to help you. Would you tell me that for how long you are facing this issue?   ","Oh, I am shocked that your friend is helping him but don't worry we are here to help you. Would you tell me that for how long you are facing this issue?   ",,,
3299,15,victim,I am facing this trauma for the last month.,I am facing this trauma for the last month.,,,
3299,16,counselor,Have you report against him on FB messenger and the vedio on Youtube as well?,Have you report against him on FB messenger and the vedio on Youtube as well?,,,
3299,17,victim,"Yes, I have blocked him but he is using multiple ids to do this stupidity? ",I have blocked him,,he is using multiple ids to do this stupidity? ,
3299,18,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to every social media platform, Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ",What we have discussed so far is an instance of online harassment,,,
3299,19,victim,Thanks for the multiple legal options. Let me think and will see you back soon.,,,,
3299,20,counselor,Thanks you so much for your appreciation. Please feel free to join us at Rakshak any time.,,,,
3300,0,counselor,Welcome you here at Rakshak. Please tell me how can I help you?,,,,
3300,1,victim,"Please help, my prestige is at stake. ","Please help, my prestige is at stake. ",,,
3300,2,counselor,We are here to help you by all the way. Would you please share that with whom I am interacting?,We are here to help you by all the way,,,
3300,3,victim,I am a girl and I am not feeling comfortable sharing my identity. Would you please assure my privacy?,,,,
3300,4,counselor,This site is a secure platform where we keep the information secure and confidential. So you can share your information without having any doubt in your mind.,,,,
3300,5,victim,Thanks for your privacy concern. I think I can trust your security layers. I am <person_name> and I am just of <person_age>.,,,,
3300,6,counselor,"Hi <person_name>, we are pleased that you are showing your trust on us. Would you please explain your issue in detail to assist you in a better way? ",please explain your issue in detail ,,,
3300,7,victim,I am a Youtuber and always keep posting my stylish videos on my youtube page but a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,,,a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,
3300,8,counselor,"Oh, please calm down. We will help you by every possible way. Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ","Oh, please calm down. We will help you by every possible way.",,Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ,
3300,9,victim,He is writing so erotic text like my ups and down curves of my body and my figure size and many more. He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.,,,He is writing so erotic text like my ups and down curves of my body and my figure size and many more.,He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.
3300,10,counselor,"Sorry to hear this, how can he do this to you? Would you tell me who is he and why he is doing this to you? ","Sorry to hear this, how can he do this to you?",why he is doing this to you? ,,
3300,11,victim,I don't know him personally. But he says that he is my fan but he seems me a psycho womanizer., he seems me a psycho womanizer.,,,
3300,12,counselor,Please don't be worried. We will solve the problem very soon. Would you tell me through with medium he contacted you I mean messages you?,Please don't be worried. We will solve the problem very soon.,,Would you tell me through with medium he contacted you I mean messages you?,
3300,13,victim,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,,,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,
3300,14,counselor,"Oh, I am socked that your friend is helping him but don't worry we are here to help you. Would you tell me that for how long you are facing this issue?   ","Oh, I am shocked that your friend is helping him but don't worry we are here to help you. Would you tell me that for how long you are facing this issue?   ",,,
3300,15,victim,I am facing this trauma for the last month.,I am facing this trauma for the last month.,,,
3300,16,counselor,Have you report against him on FB messenger and the vedio on Youtube as well?,Have you report against him on FB messenger and the vedio on Youtube as well?,,,
3300,17,victim,"Yes, I have blocked him but he is using multiple ids to do this stupidity? ",I have blocked him,,he is using multiple ids to do this stupidity? ,
3300,18,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to every social media platform, Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ",What we have discussed so far is an instance of online harassment,,,
3300,19,victim,I am here to complain against that rascal through the Cyber Cell option.,,,,
3300,20,counselor,That is very good. Would you tell me that would you go for online or offline?,,,,
3300,21,victim,Let me choose an online option for my comfort.,,,,
3300,22,counselor,Thanks for choosing the online complaint mode. Please log on to www.cybercrime.gov.in and proceed with the given instruction.,,,,
3300,23,victim,"I am not getting this as a throughout the procedure, isn't it?   ",,,,
3300,24,counselor,"Please click on www.cybercrime.gov.in and click on ""Report Other Cyber Crime"" and click on ""File a Complain"" and click on ""I Accept"" to proceed and fill in the details or yours and the harasser after creating login credentials and click on ""Submit"". ",,,,
3300,25,victim,"In reporting a complaint, what kind of information do I need to provide? ",,,,
3300,26,counselor,"First of all, register yourself using your name and valid Indian mobile number. You will receive a One Time Password (OTP) on your mobile number. The OTP remains valid for 30 minutes only. Once successfully register your mobile number on the portal, you will be able to report the complaint. ",,,,
3300,27,victim,Would it be possible for you to give me a number for emergency assistance?,,,,
3300,28,counselor,Could you please share your state of location?,,,,
3300,29,victim,It's Kachwan (Uttar Pradesh).,,,,
3300,30,counselor,Thanks for sharing your state location. You may call on the Helpline Number - 155260 (Uttar Pradesh) for 24*7.,,,,
3300,31,victim,It's so nice of you to help. See you later. Bye.,,,,
3300,32,counselor,We are pleased to help you. Thanks for contacting us at Rakshak.,,,,
3301,0,counselor,Welcome you here at Rakshak. Please tell me how can I help you?,,,,
3301,1,victim,"Please help, my prestige is at stake. ","Please help, my prestige is at stake. ",,,
3301,2,counselor,We are here to help you by all the way. Would you please share that with whom I am interacting?,We are here to help you by all the way,,,
3301,3,victim,I am a girl and I am not feeling comfortable sharing my identity. Would you please assure my privacy?,,,,
3301,4,counselor,This site is a secure platform where we keep the information secure and confidential. So you can share your information without having any doubt in your mind.,,,,
3301,5,victim,Thanks for your privacy concern. I think I can trust your security layers. I am <person_name> and I am just of <person_age>.,,,,
3301,6,counselor,"Hi <person_name>, we are pleased that you are showing your trust on us. Would you please explain your issue in detail to assist you in a better way? ",please explain your issue in detail ,,,
3301,7,victim,I am a Youtuber and always keep posting my stylish videos on my youtube page but a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,,,a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,
3301,8,counselor,"Oh, please calm down. We will help you by every possible way. Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ","Oh, please calm down. We will help you by every possible way.",,Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ,
3301,9,victim,He is writing so erotic text like my ups and down curves of my body and my figure size and many more. He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.,,,He is writing so erotic text like my ups and down curves of my body and my figure size and many more.,He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.
3301,10,counselor,"Sorry to hear this, how can he do this to you? Would you tell me who is he and why he is doing this to you? ","Sorry to hear this, how can he do this to you?",why he is doing this to you? ,,
3301,11,victim,I don't know him personally. But he says that he is my fan but he seems me a psycho womanizer., he seems me a psycho womanizer.,,,
3301,12,counselor,Please don't be worried. We will solve the problem very soon. Would you tell me through with medium he contacted you I mean messages you?,Please don't be worried. We will solve the problem very soon.,,Would you tell me through with medium he contacted you I mean messages you?,
3301,13,victim,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,,,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,
